id,variante_principale,variante_ingredients,variante_permutation,actions_principale,actions_ingredients,actions_permutation,nb_principale,nb_ingredients,nb_permutation,title,category,number_of_steps,number_of_ingredients,complexity,flag_t6_complet,flag_t6_doublon,flag_t6_vide,flag_t6_anti_dup,flag_t6_global,cluster
7483b272c1,"['chop', 'mix', 'drizzle', 'sprinkle', 'serve']","['chop', 'rinse', 'drain', 'thaw', 'dice', 'pour', 'mix', 'drizzle', 'sprinkle']","['drizzle', 'sprinkle', 'chop', 'mix', 'serve']","['chop', 'mix', 'drizzle', 'sprinkle', 'serve']","['chop', 'rinse', 'drain', 'thaw', 'dice', 'pour', 'mix', 'drizzle', 'sprinkle']","['drizzle', 'sprinkle', 'chop', 'mix', 'serve']",5,9,5,Black Bean and Corn Salad With Thai Flavors,quick_prep,4,10,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,10
7485670255,"['chop', 'steam', 'mix', 'toss', 'serve']","['chop', 'steam', 'measure', 'pour', 'mix', 'toss', 'season']","['steam', 'chop', 'toss', 'mix', 'serve']","['chop', 'steam', 'mix', 'toss', 'serve']","['chop', 'steam', 'measure', 'pour', 'mix', 'toss', 'season']","['steam', 'chop', 'toss', 'mix', 'serve']",5,7,5,Curried KRAFT Creamy Cucumber Noodle Salad,quick_prep,3,5,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,17
7482ae286c,"['melt', 'beat', 'pour', 'mix', 'fold', 'bake', 'sprinkle', 'serve']","['chop', 'measure', 'melt', 'beat', 'pour', 'mix', 'fold', 'sprinkle', 'bake', 'serve']","['melt', 'pour', 'beat', 'mix', 'fold', 'sprinkle', 'bake', 'serve']","['melt', 'beat', 'pour', 'mix', 'fold', 'bake', 'sprinkle', 'serve']","['chop', 'measure', 'melt', 'beat', 'pour', 'mix', 'fold', 'sprinkle', 'bake', 'serve']","['melt', 'pour', 'beat', 'mix', 'fold', 'sprinkle', 'bake', 'serve']",8,10,8,Salted Campfire Cookies,bakery,26,13,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
748b5a2947,"['sort', 'melt', 'dip', 'sprinkle', 'chill', 'package']","['sort', 'measure', 'melt', 'stir', 'dip', 'sprinkle', 'chill', 'package']","['melt', 'sort', 'dip', 'sprinkle', 'package', 'chill']","['sort', 'melt', 'dip', 'sprinkle', 'chill', 'package']","['sort', 'measure', 'melt', 'stir', 'dip', 'sprinkle', 'chill', 'package']","['melt', 'sort', 'dip', 'sprinkle', 'package', 'chill']",6,8,6,Chocolate Covered Potato Chips,stew,35,3,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
747d58f377,"['chop', 'brown', 'mix', 'coat', 'place', 'top', 'bake', 'cut', 'serve']","['chop', 'dice', 'measure', 'brown', 'mix', 'pour', 'coat', 'place', 'top', 'sprinkle', 'bake', 'cut', 'serve']","['brown', 'chop', 'mix', 'place', 'coat', 'top', 'bake', 'cut', 'serve']","['chop', 'brown', 'mix', 'coat', 'place', 'top', 'bake', 'cut', 'serve']","['chop', 'dice', 'measure', 'brown', 'mix', 'pour', 'coat', 'place', 'top', 'sprinkle', 'bake', 'cut', 'serve']","['brown', 'chop', 'mix', 'place', 'coat', 'top', 'bake', 'cut', 'serve']",9,13,9,Mom's Enchilada Casserol,other,15,9,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,24
748a2bf45d,"['chop', 'cook', 'mix', 'toss', 'serve']","['chop', 'dice', 'mince', 'measure', 'pour', 'sprinkle', 'toss']","['cook', 'toss', 'chop', 'mix', 'serve']","['chop', 'cook', 'mix', 'toss', 'serve']","['chop', 'dice', 'mince', 'measure', 'pour', 'sprinkle', 'toss']","['cook', 'toss', 'chop', 'mix', 'serve']",5,7,5,Caesar Chicken Pasta Salad Recipe,quick_prep,9,10,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,17
74845b3c2e,"['kill', 'split', 'melt', 'saute', 'flambe', 'cook', 'reduce', 'puree', 'arrange', 'pour']","['chop', 'measure', 'mince', 'pour', 'warm', 'add', 'mix', 'reduce', 'blend', 'season', 'arrange']","['melt', 'kill', 'saute', 'split', 'flambe', 'cook', 'puree', 'reduce', 'arrange', 'pour']","['kill', 'split', 'melt', 'saute', 'flambe', 'cook', 'reduce', 'puree', 'arrange', 'pour']","['chop', 'measure', 'mince', 'pour', 'warm', 'add', 'mix', 'reduce', 'blend', 'season', 'arrange']","['melt', 'kill', 'saute', 'split', 'flambe', 'cook', 'puree', 'reduce', 'arrange', 'pour']",10,11,10,Lobster With Paprika Cream Sauce,other,20,10,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
748c878720,"['sterilize', 'peel', 'halve', 'boil', 'pour', 'cover']","['chop', 'measure', 'peel', 'halve', 'pit', 'mix', 'pour', 'add']","['boil', 'sterilize', 'peel', 'halve', 'pour', 'cover']","['sterilize', 'peel', 'halve', 'boil', 'pour', 'cover']","['chop', 'measure', 'peel', 'halve', 'pit', 'mix', 'pour', 'add']","['boil', 'sterilize', 'peel', 'halve', 'pour', 'cover']",6,8,6,Habanero Pickled Peaches,other,16,7,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,3
748fad7751,"['chop', 'saute', 'boil', 'simmer', 'mix', 'serve']","['chop', 'grate', 'crush', 'measure', 'pour', 'toast', 'mix', 'combine']","['saute', 'chop', 'boil', 'simmer', 'mix', 'serve']","['chop', 'saute', 'boil', 'simmer', 'mix', 'serve']","['chop', 'grate', 'crush', 'measure', 'pour', 'toast', 'mix', 'combine']","['saute', 'chop', 'boil', 'simmer', 'mix', 'serve']",6,8,6,Butternut squash kutta recipe,other,5,14,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,8
749918c4c9,"['chop', 'mix', 'heat', 'simmer', 'serve']","['chop', 'slice', 'mince', 'snip', 'pour', 'mix', 'heat', 'simmer']","['heat', 'simmer', 'mix', 'chop', 'serve']","['chop', 'mix', 'heat', 'simmer', 'serve']","['chop', 'slice', 'mince', 'snip', 'pour', 'mix', 'heat', 'simmer']","['heat', 'simmer', 'mix', 'chop', 'serve']",5,8,5,Potato-Bean Soup,stew,1,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,12
7494b5cc36,"['thaw', 'mix', 'bake', 'melt', 'spread', 'serve']","['thaw', 'grate', 'mince', 'mix', 'measure', 'pour', 'bake', 'melt', 'crush', 'spread', 'serve']","['melt', 'thaw', 'mix', 'bake', 'spread', 'serve']","['thaw', 'mix', 'bake', 'melt', 'spread', 'serve']","['thaw', 'grate', 'mince', 'mix', 'measure', 'pour', 'bake', 'melt', 'crush', 'spread', 'serve']","['melt', 'thaw', 'mix', 'bake', 'spread', 'serve']",6,11,6,Hash Brown Potato Casserole Recipe,stew,5,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
749bd9788b,"['pulse', 'press', 'bake', 'cool', 'serve']","['chop', 'pulse', 'measure', 'mix', 'whisk', 'pour', 'heat', 'stir', 'cool', 'arrange']","['pulse', 'bake', 'press', 'cool', 'serve']","['pulse', 'press', 'bake', 'cool', 'serve']","['chop', 'pulse', 'measure', 'mix', 'whisk', 'pour', 'heat', 'stir', 'cool', 'arrange']","['pulse', 'bake', 'press', 'cool', 'serve']",5,10,5,Labneh Cheesecake with Honeyed Figs,bakery,14,18,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
74a96132dc,"['chop', 'mix', 'heat', 'serve']","['chop', 'dice', 'mince', 'pour', 'mix', 'stir']","['heat', 'chop', 'mix', 'serve']","['chop', 'mix', 'heat', 'serve']","['chop', 'dice', 'mince', 'pour', 'mix', 'stir']","['heat', 'chop', 'mix', 'serve']",4,6,4,My Red Salsa Dip,quick_prep,4,7,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,16
74a197fc1c,"['grate', 'mix', 'pat', 'spray', 'heat', 'add', 'turn', 'brown', 'rinse', 'reduce', 'stir', 'pour', 'serve']","['chop', 'grate', 'juice', 'slice', 'de-seed', 'measure', 'mix', 'spray', 'add', 'pour', 'stir', 'reduce', 'heat', 'brown', 'rinse', 'serve']","['spray', 'heat', 'add', 'pat', 'mix', 'grate', 'turn', 'brown', 'rinse', 'reduce', 'stir', 'pour', 'serve']","['grate', 'mix', 'pat', 'spray', 'heat', 'add', 'turn', 'brown', 'rinse', 'reduce', 'stir', 'pour', 'serve']","['chop', 'grate', 'juice', 'slice', 'de-seed', 'measure', 'mix', 'spray', 'add', 'pour', 'stir', 'reduce', 'heat', 'brown', 'rinse', 'serve']","['spray', 'heat', 'add', 'pat', 'mix', 'grate', 'turn', 'brown', 'rinse', 'reduce', 'stir', 'pour', 'serve']",13,16,13,Sensational Scallops,other,28,13,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,15
74aaef7330,"['stir', 'spoon', 'broil', 'watch', 'serve']","['pat', 'stir', 'measure', 'spoon', 'mix', 'broil', 'watch', 'serve']","['broil', 'watch', 'spoon', 'stir', 'serve']","['stir', 'spoon', 'broil', 'watch', 'serve']","['pat', 'stir', 'measure', 'spoon', 'mix', 'broil', 'watch', 'serve']","['broil', 'watch', 'spoon', 'stir', 'serve']",5,8,5,Yogurt Brulee with Blueberries,other,24,5,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,15
74a9b5f2ab,"['preheat', 'mix', 'pour', 'cover', 'bake', 'uncover', 'serve']","['drain', 'measure', 'mix', 'combine', 'stir', 'pour', 'thaw', 'bake']","['preheat', 'pour', 'mix', 'cover', 'uncover', 'bake', 'serve']","['preheat', 'mix', 'pour', 'cover', 'bake', 'uncover', 'serve']","['drain', 'measure', 'mix', 'combine', 'stir', 'pour', 'thaw', 'bake']","['preheat', 'pour', 'mix', 'cover', 'uncover', 'bake', 'serve']",7,8,7,Baked Corn Casserole,stew,9,6,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,3
74a3dd22f1,"['chop', 'mix', 'toss', 'chill', 'serve']","['chop', 'dice', 'measure', 'pour', 'mix', 'toss', 'combine']","['toss', 'chop', 'mix', 'chill', 'serve']","['chop', 'mix', 'toss', 'chill', 'serve']","['chop', 'dice', 'measure', 'pour', 'mix', 'toss', 'combine']","['toss', 'chop', 'mix', 'chill', 'serve']",5,7,5,Vegetable Ham Medley Recipe,other,3,10,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,19
74a46dca30,"['wash', 'slice', 'brush', 'cook', 'bake', 'serve']","['wash', 'chop', 'measure', 'mix', 'brush', 'pour', 'spray', 'slice', 'cook', 'bake', 'serve']","['slice', 'wash', 'brush', 'cook', 'bake', 'serve']","['wash', 'slice', 'brush', 'cook', 'bake', 'serve']","['wash', 'chop', 'measure', 'mix', 'brush', 'pour', 'spray', 'slice', 'cook', 'bake', 'serve']","['slice', 'wash', 'brush', 'cook', 'bake', 'serve']",6,11,6,Eggplant Stackers,other,11,8,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
748dfdd251,"['chop', 'mix', 'blend', 'pour', 'serve']","['chop', 'peel', 'seed', 'measure', 'pour', 'zest', 'juice', 'mix', 'blend']","['blend', 'chop', 'mix', 'pour', 'serve']","['chop', 'mix', 'blend', 'pour', 'serve']","['chop', 'peel', 'seed', 'measure', 'pour', 'zest', 'juice', 'mix', 'blend']","['blend', 'chop', 'mix', 'pour', 'serve']",5,9,5,Creamy Papaya and Coconut Milk Smoothie (Refresco De Lechosa),quick_prep,2,5,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,7
74a4871fb7,"['coat', 'season', 'bake', 'toss', 'scrape', 'chop', 'cook', 'spread', 'sprinkle']","['measure', 'whisk', 'coat', 'season', 'chop', 'toss', 'scrape', 'press', 'mix', 'cook', 'spread', 'sprinkle']","['season', 'coat', 'toss', 'bake', 'scrape', 'chop', 'cook', 'sprinkle', 'spread']","['coat', 'season', 'bake', 'toss', 'scrape', 'chop', 'cook', 'spread', 'sprinkle']","['measure', 'whisk', 'coat', 'season', 'chop', 'toss', 'scrape', 'press', 'mix', 'cook', 'spread', 'sprinkle']","['season', 'coat', 'toss', 'bake', 'scrape', 'chop', 'cook', 'sprinkle', 'spread']",9,12,9,Eggplant Parmesan with Creamed Spinach,other,26,9,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
748f1243e5,"['chop', 'boil', 'drain', 'mix', 'season', 'serve']","['chop', 'dice', 'measure', 'pour', 'drain', 'blend', 'season', 'toast']","['boil', 'chop', 'drain', 'season', 'mix', 'serve']","['chop', 'boil', 'drain', 'mix', 'season', 'serve']","['chop', 'dice', 'measure', 'pour', 'drain', 'blend', 'season', 'toast']","['boil', 'chop', 'drain', 'season', 'mix', 'serve']",6,8,6,Chicken Macaroni Salad Recipe,quick_prep,6,12,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,8
74b9c79f9a,"['wash', 'peel', 'slice', 'chop', 'rub', 'steam', 'drain', 'sprinkle', 'pour', 'serve']","['wash', 'peel', 'slice', 'chop', 'julienne', 'roughly', 'measure', 'rub', 'steam', 'drain', 'sprinkle', 'pour', 'garnish', 'serve']","['steam', 'wash', 'peel', 'slice', 'chop', 'rub', 'drain', 'sprinkle', 'pour', 'serve']","['wash', 'peel', 'slice', 'chop', 'rub', 'steam', 'drain', 'sprinkle', 'pour', 'serve']","['wash', 'peel', 'slice', 'chop', 'julienne', 'roughly', 'measure', 'rub', 'steam', 'drain', 'sprinkle', 'pour', 'garnish', 'serve']","['steam', 'wash', 'peel', 'slice', 'chop', 'rub', 'drain', 'sprinkle', 'pour', 'serve']",10,14,10,Scrumptious Steamed Grouper,other,33,7,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
74ab31f0d4,"['mix', 'bake', 'stir', 'cool']","['chop', 'measure', 'pour', 'mix', 'bake', 'stir', 'cool']","['bake', 'mix', 'stir', 'cool']","['mix', 'bake', 'stir', 'cool']","['chop', 'measure', 'pour', 'mix', 'bake', 'stir', 'cool']","['bake', 'mix', 'stir', 'cool']",4,7,4,Cereal/Granola,other,5,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
74ac0bc69b,"['spoon', 'layer', 'serve']","['select', 'open', 'spoon', 'layer', 'chill']","['layer', 'spoon', 'serve']","['spoon', 'layer', 'serve']","['select', 'open', 'spoon', 'layer', 'chill']","['layer', 'spoon', 'serve']",3,5,3,Applesauce-Yogurt Parfaits,quick_prep,3,3,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
74b246da3b,"['chop', 'mix', 'coat', 'bake', 'serve']","['chop', 'measure', 'mix', 'combine', 'spray', 'coat', 'bake', 'season']","['coat', 'mix', 'chop', 'bake', 'serve']","['chop', 'mix', 'coat', 'bake', 'serve']","['chop', 'measure', 'mix', 'combine', 'spray', 'coat', 'bake', 'season']","['coat', 'mix', 'chop', 'bake', 'serve']",5,8,5,Baked Cornmeal Chicken Strips,other,1,7,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
74b6cc8a23,"['mix', 'heat', 'serve']","['chop', 'measure', 'pour', 'sift', 'stir']","['heat', 'mix', 'serve']","['mix', 'heat', 'serve']","['chop', 'measure', 'pour', 'sift', 'stir']","['heat', 'mix', 'serve']",3,5,3,Hot Chocolate Master Mix,other,5,6,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,16
74b3061116,"['chop', 'fry', 'drain', 'cook', 'whip', 'mix', 'toss', 'serve']","['chop', 'measure', 'crack', 'grate', 'pour', 'fry', 'drain', 'cook', 'whip', 'mix', 'toss', 'season', 'serve']","['fry', 'chop', 'cook', 'drain', 'whip', 'toss', 'mix', 'serve']","['chop', 'fry', 'drain', 'cook', 'whip', 'mix', 'toss', 'serve']","['chop', 'measure', 'crack', 'grate', 'pour', 'fry', 'drain', 'cook', 'whip', 'mix', 'toss', 'season', 'serve']","['fry', 'chop', 'cook', 'drain', 'whip', 'toss', 'mix', 'serve']",8,13,8,Creamy Spaghetti Carbonara With Bold Bacon Flavor,other,10,7,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,2
74b6e5c1ec,"['chop', 'mix', 'heat', 'melt', 'serve']","['chop', 'slice', 'measure', 'grate', 'pour', 'mix', 'heat', 'melt', 'season']","['heat', 'melt', 'chop', 'mix', 'serve']","['chop', 'mix', 'heat', 'melt', 'serve']","['chop', 'slice', 'measure', 'grate', 'pour', 'mix', 'heat', 'melt', 'season']","['heat', 'melt', 'chop', 'mix', 'serve']",5,9,5,Grilled Cheddar Tomato Sandwiches With Thyme,quick_prep,11,10,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
74c5953e01,"['chop', 'smash', 'heat', 'cook', 'strain', 'simmer', 'stir', 'serve']","['chop', 'smash', 'measure', 'pour', 'dice', 'seed', 'mince', 'grate', 'heat', 'cook', 'strain', 'simmer', 'stir', 'season']","['smash', 'chop', 'heat', 'strain', 'cook', 'simmer', 'stir', 'serve']","['chop', 'smash', 'heat', 'cook', 'strain', 'simmer', 'stir', 'serve']","['chop', 'smash', 'measure', 'pour', 'dice', 'seed', 'mince', 'grate', 'heat', 'cook', 'strain', 'simmer', 'stir', 'season']","['smash', 'chop', 'heat', 'strain', 'cook', 'simmer', 'stir', 'serve']",8,14,8,Thai Corn Chowder,stew,16,17,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,12
74ca302df4,"['chop', 'blanch', 'dry', 'mix', 'toss', 'serve']","['chop', 'slice', 'peel', 'measure', 'whisk', 'pour', 'mix', 'toss']","['blanch', 'chop', 'dry', 'toss', 'mix', 'serve']","['chop', 'blanch', 'dry', 'mix', 'toss', 'serve']","['chop', 'slice', 'peel', 'measure', 'whisk', 'pour', 'mix', 'toss']","['blanch', 'chop', 'dry', 'toss', 'mix', 'serve']",6,8,6,"Asparagus, Orange, And Endive Salad Recipe",quick_prep,12,8,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
74c1ea3e29,"['melt', 'mix', 'pour', 'bake', 'cool']","['chop', 'measure', 'melt', 'mix', 'pour', 'sprinkle', 'bake', 'cool']","['melt', 'pour', 'mix', 'bake', 'cool']","['melt', 'mix', 'pour', 'bake', 'cool']","['chop', 'measure', 'melt', 'mix', 'pour', 'sprinkle', 'bake', 'cool']","['melt', 'pour', 'mix', 'bake', 'cool']",5,8,5,Mocha Walnut Pie,bakery,8,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
74b74805d2,"['slit', 'fill', 'roll', 'serve']","['chop', 'measure', 'mix', 'spread', 'trim', 'lay', 'roll', 'place']","['roll', 'fill', 'slit', 'serve']","['slit', 'fill', 'roll', 'serve']","['chop', 'measure', 'mix', 'spread', 'trim', 'lay', 'roll', 'place']","['roll', 'fill', 'slit', 'serve']",4,8,4,Saga-Stuffed Dates Wrapped in Prosciutto,quick_prep,8,5,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,11
74cd898508,"['chop', 'saute', 'mix', 'pour', 'bake', 'serve']","['chop', 'measure', 'peel', 'dice', 'mix', 'pour', 'stir', 'add', 'combine', 'bake']","['saute', 'chop', 'mix', 'bake', 'pour', 'serve']","['chop', 'saute', 'mix', 'pour', 'bake', 'serve']","['chop', 'measure', 'peel', 'dice', 'mix', 'pour', 'stir', 'add', 'combine', 'bake']","['saute', 'chop', 'mix', 'bake', 'pour', 'serve']",6,10,6,Turkey Pot Pie,bakery,9,11,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,18
74d45ddd94,"['toast', 'drizzle', 'top', 'serve']","['chop', 'slice', 'toast', 'drizzle', 'arrange']","['toast', 'top', 'drizzle', 'serve']","['toast', 'drizzle', 'top', 'serve']","['chop', 'slice', 'toast', 'drizzle', 'arrange']","['toast', 'top', 'drizzle', 'serve']",4,5,4,Italian Bagel Snack,quick_prep,2,4,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,0
74c0cb96c8,"['chop', 'mix', 'heat', 'garnish', 'serve']","['chop', 'measure', 'pour', 'drain', 'mince', 'mix', 'heat', 'garnish']","['heat', 'chop', 'mix', 'garnish', 'serve']","['chop', 'mix', 'heat', 'garnish', 'serve']","['chop', 'measure', 'pour', 'drain', 'mince', 'mix', 'heat', 'garnish']","['heat', 'chop', 'mix', 'garnish', 'serve']",5,8,5,Black Soybean Hummus,other,4,11,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,5
74c15e5aea,"['chop', 'mix', 'heat', 'bake', 'serve']","['chop', 'measure', 'mix', 'pour', 'sprinkle', 'bake', 'drizzle', 'garnish', 'serve']","['mix', 'chop', 'heat', 'bake', 'serve']","['chop', 'mix', 'heat', 'bake', 'serve']","['chop', 'measure', 'mix', 'pour', 'sprinkle', 'bake', 'drizzle', 'garnish', 'serve']","['mix', 'chop', 'heat', 'bake', 'serve']",5,9,5,Summer Harvest Chicken,other,7,14,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,1
74c8789f18,"['mix', 'dredge', 'melt', 'cook', 'whisk', 'stir', 'serve']","['chop', 'measure', 'pour', 'rinse', 'pat', 'dredge', 'melt', 'whisk', 'stir']","['melt', 'dredge', 'mix', 'cook', 'stir', 'whisk', 'serve']","['mix', 'dredge', 'melt', 'cook', 'whisk', 'stir', 'serve']","['chop', 'measure', 'pour', 'rinse', 'pat', 'dredge', 'melt', 'whisk', 'stir']","['melt', 'dredge', 'mix', 'cook', 'stir', 'whisk', 'serve']",7,9,7,Grouper with Lemon White Sauce,other,13,9,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,15
74d1922639,"['chop', 'mix', 'heat', 'simmer', 'serve']","['chop', 'dice', 'mince', 'shred', 'measure', 'pour', 'mix', 'heat', 'simmer', 'season']","['heat', 'chop', 'mix', 'simmer', 'serve']","['chop', 'mix', 'heat', 'simmer', 'serve']","['chop', 'dice', 'mince', 'shred', 'measure', 'pour', 'mix', 'heat', 'simmer', 'season']","['heat', 'chop', 'mix', 'simmer', 'serve']",5,10,5,Cabbage Soup II,stew,2,9,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,12
74ca2feb56,"['dissolve', 'sift', 'beat', 'mix', 'heat', 'cook', 'fold', 'bake', 'cool', 'dip']","['measure', 'grind', 'sift', 'dissolve', 'mix', 'beat', 'heat', 'cook', 'chop', 'fold', 'bake', 'cool', 'dip']","['heat', 'dissolve', 'beat', 'sift', 'mix', 'cook', 'bake', 'fold', 'cool', 'dip']","['dissolve', 'sift', 'beat', 'mix', 'heat', 'cook', 'fold', 'bake', 'cool', 'dip']","['measure', 'grind', 'sift', 'dissolve', 'mix', 'beat', 'heat', 'cook', 'chop', 'fold', 'bake', 'cool', 'dip']","['heat', 'dissolve', 'beat', 'sift', 'mix', 'cook', 'bake', 'fold', 'cool', 'dip']",10,13,10,Atayef Mehshi,other,23,8,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
74afd4fd9c,"['chop', 'mix', 'knead', 'roll', 'cook', 'toss', 'serve']","['chop', 'measure', 'peel', 'rinse', 'shaken', 'mix', 'knead', 'roll', 'mash', 'simmer', 'toss', 'pour', 'sprinkle', 'serve']","['roll', 'knead', 'mix', 'chop', 'cook', 'toss', 'serve']","['chop', 'mix', 'knead', 'roll', 'cook', 'toss', 'serve']","['chop', 'measure', 'peel', 'rinse', 'shaken', 'mix', 'knead', 'roll', 'mash', 'simmer', 'toss', 'pour', 'sprinkle', 'serve']","['roll', 'knead', 'mix', 'chop', 'cook', 'toss', 'serve']",7,14,7,Green Gnocchi with Blue Cheese: Gnocchi Verde Carduta Del Formaggio,other,21,12,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,9
74d3b41960,"['massage', 'break', 'salt', 'wash', 'smash', 'mix', 'serve']","['chop', 'massage', 'salt', 'wash', 'smash', 'measure', 'mix', 'pour', 'serve']","['salt', 'wash', 'massage', 'break', 'smash', 'mix', 'serve']","['massage', 'break', 'salt', 'wash', 'smash', 'mix', 'serve']","['chop', 'massage', 'salt', 'wash', 'smash', 'measure', 'mix', 'pour', 'serve']","['salt', 'wash', 'massage', 'break', 'smash', 'mix', 'serve']",7,9,7,Honey Vinegar Miso Chicken and Cucumber,other,5,4,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
74d6335d72,"['butter', 'whisk', 'pour', 'bake', 'cool', 'serve']","['rinse', 'drain', 'measure', 'whisk', 'mix', 'pour', 'bake', 'cool', 'serve']","['whisk', 'butter', 'pour', 'bake', 'cool', 'serve']","['butter', 'whisk', 'pour', 'bake', 'cool', 'serve']","['rinse', 'drain', 'measure', 'whisk', 'mix', 'pour', 'bake', 'cool', 'serve']","['whisk', 'butter', 'pour', 'bake', 'cool', 'serve']",6,9,6,Clafoutis,other,15,8,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
74d84bcf88,"['chop', 'brown', 'mix', 'heat', 'serve']","['chop', 'measure', 'pour', 'brown', 'mix', 'heat', 'season', 'stir']","['brown', 'heat', 'mix', 'chop', 'serve']","['chop', 'brown', 'mix', 'heat', 'serve']","['chop', 'measure', 'pour', 'brown', 'mix', 'heat', 'season', 'stir']","['brown', 'heat', 'mix', 'chop', 'serve']",5,8,5,Tammy's Easy Soup,stew,7,10,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,24
74d7cbecbe,"['smash', 'melt', 'stir', 'pour', 'bake', 'serve']","['smash', 'melt', 'crack', 'stir', 'measure', 'pour', 'mix', 'bake', 'serve']","['melt', 'smash', 'stir', 'bake', 'pour', 'serve']","['smash', 'melt', 'stir', 'pour', 'bake', 'serve']","['smash', 'melt', 'crack', 'stir', 'measure', 'pour', 'mix', 'bake', 'serve']","['melt', 'smash', 'stir', 'bake', 'pour', 'serve']",6,9,6,Graham Cracker Cake,bakery,14,8,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,15
